"product_id","quantity_ordered","order_date","order_status","payment_type","buyer_id","address_type"
"P1812000245156",1,2022-09-08 02:12:22.575185,"Delivered","Cash","B1312000592699","Work"
"P1812000159688",1,2022-09-08 02:12:22.575185,"Delivered","Cash","B1312000592699","Work"
"P1812000284488",1,2022-09-08 02:12:22.575185,"Delivered","Cash","B1312000592699","Work"
"P1812000150337",1,2022-09-08 02:12:22.575185,"Delivered","Cash","B1312000592699","Work"
"P1812000195529",1,2022-09-08 02:14:40.142695,"Returned","Card","B1312000638540","Home"
"P1812000304930",1,2022-09-08 02:14:40.142695,"Returned","Card","B1312000638540","Home"
"P1812000264856",1,2022-09-08 02:14:40.142695,"Returned","Card","B1312000638540","Home"
"P1812000063189",1,2022-09-08 02:14:40.142695,"Returned","Card","B1312000638540","Home"
"P1812000485154",1,2022-09-08 03:08:05.464215,"Delivered","Card","B1312000035242","Home"
"P1812000104166",1,2022-09-08 03:08:05.464215,"Delivered","Card","B1312000035242","Home"
"P1812000350684",1,2022-09-08 03:08:05.464215,"Delivered","Card","B1312000035242","Home"
"P1812000154921",1,2022-09-08 03:08:05.464215,"Delivered","Card","B1312000035242","Home"
"P1812000448269",1,2022-09-08 04:55:23.662989,"Delivered","Cash","B1312000510665","Home"
"P1812000190696",1,2022-09-08 04:55:23.662989,"Delivered","Cash","B1312000510665","Home"
"P1812000106989",1,2022-09-08 05:11:43.682477,"Returned","Card","B1312000034943","Home"
"P1812000337864",1,2022-09-08 05:11:43.682477,"Returned","Card","B1312000034943","Home"
"P1812000342549",1,2022-09-08 05:26:35.998216,"Delivered","Card","B1312000508136","Home"
"P1812000198811",1,2022-09-08 05:26:35.998216,"Delivered","Card","B1312000508136","Home"
"P1812000321476",1,2022-09-08 05:26:35.998216,"Delivered","Card","B1312000508136","Home"
"P1812000116709",1,2022-09-08 05:26:35.998216,"Delivered","Card","B1312000508136","Home"
"P1812000154921",1,2022-09-08 05:26:35.998216,"Delivered","Card","B1312000508136","Home"
"P1812000420563",1,2022-09-08 05:26:35.998216,"Delivered","Card","B1312000508136","Home"
"P1812000387195",1,2022-09-08 06:17:03.636331,"Delivered","Card","B1312000624260","Home"
"P1812000219251",1,2022-09-08 06:17:03.636331,"Delivered","Card","B1312000624260","Home"
"P1812000240826",1,2022-09-08 06:17:03.636331,"Delivered","Card","B1312000624260","Home"
"P1812000003278",1,2022-09-08 06:17:03.636331,"Delivered","Card","B1312000624260","Home"
"P1812000374129",1,2022-09-08 06:17:03.636331,"Delivered","Card","B1312000624260","Home"
"P1812000485154",1,2022-09-08 06:17:03.636331,"Delivered","Card","B1312000624260","Home"
"P1812000065322",1,2022-09-08 06:17:03.636331,"Delivered","Card","B1312000624260","Home"
"P1812000073953",1,2022-09-08 06:17:03.636331,"Delivered","Card","B1312000624260","Home"
"P1812000056958",1,2022-09-08 06:17:47.592399,"Delivered","Cash","B1312000089188","Work"
"P1812000094385",1,2022-09-08 06:17:47.592399,"Delivered","Cash","B1312000089188","Work"
"P1812000465173",1,2022-09-08 06:17:47.592399,"Delivered","Cash","B1312000089188","Work"
"P1812000017808",1,2022-09-08 06:17:47.592399,"Delivered","Cash","B1312000089188","Work"
"P1812000429472",1,2022-09-08 07:26:26.153825,"Delivered","Cash","B1312000307309","Home"
"P1812000149942",1,2022-09-08 07:26:26.153825,"Delivered","Cash","B1312000307309","Home"
"P1812000054821",1,2022-09-08 07:26:26.153825,"Delivered","Cash","B1312000307309","Home"
"P1812000381949",1,2022-09-08 07:26:26.153825,"Delivered","Cash","B1312000307309","Home"
"P1812000185183",1,2022-09-08 08:45:50.604084,"Cancelled","Cash","B1312000255317","Work"
"P1812000227512",1,2022-09-08 09:15:47.160362,"Cancelled","Cash","B1312000340578","Home"
"P1812000126977",1,2022-09-08 09:21:28.215925,"Delivered","Cash","B1312000032970","Home"
"P1812000450447",1,2022-09-08 10:23:10.904231,"Delivered","Cash","B1312000130891","Work"
"P1812000053240",1,2022-09-08 10:23:10.904231,"Delivered","Cash","B1312000130891","Work"
"P1812000134250",1,2022-09-08 10:23:10.904231,"Delivered","Cash","B1312000130891","Work"
"P1812000382707",1,2022-09-08 10:23:10.904231,"Delivered","Cash","B1312000130891","Work"
"P1812000082112",1,2022-09-08 10:23:10.904231,"Delivered","Cash","B1312000130891","Work"
"P1812000332179",1,2022-09-08 10:34:01.895409,"Delivered","Card","B1312000609267","Home"
"P1812000448269",1,2022-09-08 10:34:01.895409,"Delivered","Card","B1312000609267","Home"
"P1812000306567",1,2022-09-08 10:34:01.895409,"Delivered","Card","B1312000609267","Home"
"P1812000193718",1,2022-09-08 10:34:01.895409,"Delivered","Card","B1312000609267","Home"
"P1812000183653",1,2022-09-08 10:34:01.895409,"Delivered","Card","B1312000609267","Home"
"P1812000136713",1,2022-09-08 10:34:01.895409,"Delivered","Card","B1312000609267","Home"
"P1812000220930",1,2022-09-08 10:54:23.371443,"Returned","Card","B1312000609267","Work"
"P1812000247716",1,2022-09-08 10:54:23.371443,"Returned","Card","B1312000609267","Work"
"P1812000009328",1,2022-09-08 11:20:31.610211,"Cancelled","Cash","B1312000382707","Work"
"P1812000173558",1,2022-09-08 11:20:31.610211,"Cancelled","Cash","B1312000382707","Work"
"P1812000285216",1,2022-09-08 11:20:31.610211,"Cancelled","Cash","B1312000382707","Work"
"P1812000269597",1,2022-09-08 14:29:48.649917,"Cancelled","Card","B1312000449379","Work"
"P1812000205627",1,2022-09-08 14:29:48.649917,"Cancelled","Card","B1312000449379","Work"
"P1812000078473",1,2022-09-08 16:11:07.83883,"Returned","Cash","B1312000475795","Home"
"P1812000023125",1,2022-09-08 16:11:07.83883,"Returned","Cash","B1312000475795","Home"
"P1812000179151",1,2022-09-08 16:11:07.83883,"Returned","Cash","B1312000475795","Home"
"P1812000237893",1,2022-09-08 16:11:07.83883,"Returned","Cash","B1312000475795","Home"
"P1812000286636",1,2022-09-08 16:11:07.83883,"Returned","Cash","B1312000475795","Home"
"P1812000078473",1,2022-09-08 17:37:57.467483,"Cancelled","Card","B1312000316565","Work"
"P1812000155236",1,2022-09-08 18:35:05.022298,"Delivered","Card","B1312000149942","Home"
"P1812000408560",1,2022-09-08 18:35:05.022298,"Delivered","Card","B1312000149942","Home"
"P1812000105762",1,2022-09-08 18:35:05.022298,"Delivered","Card","B1312000149942","Home"
"P1812000021454",1,2022-09-08 18:35:05.022298,"Delivered","Card","B1312000149942","Home"
"P1812000006917",1,2022-09-08 19:28:23.446953,"Delivered","Card","B1312000462640","Home"
"P1812000364718",1,2022-09-08 19:28:23.446953,"Delivered","Card","B1312000462640","Home"
"P1812000023125",1,2022-09-08 19:28:23.446953,"Delivered","Card","B1312000462640","Home"
"P1812000302203",1,2022-09-08 20:12:38.341465,"Cancelled","Cash","B1312000392247","Work"
"P1812000151863",1,2022-09-08 20:12:38.341465,"Cancelled","Cash","B1312000392247","Work"
"P1812000124409",1,2022-09-08 20:12:38.341465,"Cancelled","Cash","B1312000392247","Work"
"P1812000061140",1,2022-09-08 20:12:38.341465,"Cancelled","Cash","B1312000392247","Work"
"P1812000319802",1,2022-09-08 20:12:38.341465,"Cancelled","Cash","B1312000392247","Work"
"P1812000149942",1,2022-09-08 20:50:08.379129,"Cancelled","Cash","B1312000616523","Home"
"P1812000075258",1,2022-09-08 20:50:08.379129,"Cancelled","Cash","B1312000616523","Home"
"P1812000497892",1,2022-09-08 20:50:08.379129,"Cancelled","Cash","B1312000616523","Home"
"P1812000115335",1,2022-09-08 20:50:08.379129,"Cancelled","Cash","B1312000616523","Home"
"P1812000149942",1,2022-09-08 20:50:08.379129,"Cancelled","Cash","B1312000616523","Home"
"P1812000313485",1,2022-09-08 21:38:10.347585,"Delivered","Cash","B1312000665947","Home"
"P1812000287747",1,2022-09-08 21:38:10.347585,"Delivered","Cash","B1312000665947","Home"
"P1812000361138",1,2022-09-08 21:38:10.347585,"Delivered","Cash","B1312000665947","Home"
"P1812000028310",1,2022-09-08 22:36:12.967541,"Delivered","Cash","B1312000418277","Work"
"P1812000167385",1,2022-09-08 22:36:12.967541,"Delivered","Cash","B1312000418277","Work"
"P1812000288154",1,2022-09-08 22:36:12.967541,"Delivered","Cash","B1312000418277","Work"
"P1812000049680",1,2022-09-08 22:40:43.701256,"Delivered","Cash","B1312000630635","Work"
"P1812000452308",1,2022-09-08 22:40:43.701256,"Delivered","Cash","B1312000630635","Work"
"P1812000282429",1,2022-09-09 00:38:12.129531,"Delivered","Cash","B1312000511402","Home"
"P1812000313485",1,2022-09-09 00:38:12.129531,"Delivered","Cash","B1312000511402","Home"
"P1812000403110",1,2022-09-09 00:44:23.458537,"Delivered","Cash","B1312000126977","Home"
"P1812000029689",1,2022-09-09 00:44:23.458537,"Delivered","Cash","B1312000126977","Home"
"P1812000461360",1,2022-09-09 00:44:23.458537,"Delivered","Cash","B1312000126977","Home"
"P1812000338442",1,2022-09-09 01:20:40.133856,"Delivered","Card","B1312000376274","Work"
"P1812000390503",1,2022-09-09 01:20:40.133856,"Delivered","Card","B1312000376274","Work"
"P1812000007217",1,2022-09-09 01:20:40.133856,"Delivered","Card","B1312000376274","Work"
"P1812000335574",1,2022-09-09 01:49:13.321043,"Cancelled","Cash","B1312000079917","Work"
"P1812000092523",1,2022-09-09 01:49:13.321043,"Cancelled","Cash","B1312000079917","Work"
"P1812000076851",1,2022-09-09 01:49:13.321043,"Cancelled","Cash","B1312000079917","Work"
"P1812000374129",1,2022-09-09 01:49:13.321043,"Cancelled","Cash","B1312000079917","Work"
"P1812000084994",1,2022-09-09 01:49:13.321043,"Cancelled","Cash","B1312000079917","Work"
"P1812000356396",1,2022-09-09 01:49:13.321043,"Cancelled","Cash","B1312000079917","Work"
"P1812000138259",1,2022-09-09 01:49:13.321043,"Cancelled","Cash","B1312000079917","Work"
"P1812000344890",1,2022-09-09 02:06:21.31432,"Delivered","Cash","B1312000586521","Work"
"P1812000052674",1,2022-09-09 02:50:14.092657,"Delivered","Cash","B1312000002562","Work"
"P1812000371175",1,2022-09-09 02:50:14.092657,"Delivered","Cash","B1312000002562","Work"
"P1812000080133",1,2022-09-09 02:54:47.65615,"Delivered","Card","B1312000568439","Home"
"P1812000475795",1,2022-09-09 02:54:47.65615,"Delivered","Card","B1312000568439","Home"
"P1812000219251",1,2022-09-09 03:38:23.423414,"Delivered","Card","B1312000027865","Home"
"P1812000116709",1,2022-09-09 03:38:23.423414,"Delivered","Card","B1312000027865","Home"
"P1812000305810",1,2022-09-09 03:38:23.423414,"Delivered","Card","B1312000027865","Home"
"P1812000013764",1,2022-09-09 04:16:41.335754,"Cancelled","Card","B1312000315123","Home"
"P1812000099163",1,2022-09-09 04:16:41.335754,"Cancelled","Card","B1312000315123","Home"
"P1812000364718",1,2022-09-09 04:16:41.335754,"Cancelled","Card","B1312000315123","Home"
"P1812000447109",1,2022-09-09 04:16:41.335754,"Cancelled","Card","B1312000315123","Home"
"P1812000188491",1,2022-09-09 04:16:41.335754,"Cancelled","Card","B1312000315123","Home"
"P1812000210572",1,2022-09-09 05:30:23.663809,"Delivered","Cash","B1312000710698","Home"
"P1812000114461",1,2022-09-09 05:42:04.972779,"Delivered","Cash","B1312000172409","Work"
"P1812000385781",1,2022-09-09 05:42:04.972779,"Delivered","Cash","B1312000172409","Work"
"P1812000304930",1,2022-09-09 05:42:04.972779,"Delivered","Cash","B1312000172409","Work"
"P1812000196809",1,2022-09-09 05:57:53.282522,"Delivered","Cash","B1312000608675","Home"
"P1812000079917",1,2022-09-09 05:57:53.282522,"Delivered","Cash","B1312000608675","Home"
"P1812000005294",1,2022-09-09 05:57:53.282522,"Delivered","Cash","B1312000608675","Home"
"P1812000047316",1,2022-09-09 07:24:29.805734,"Delivered","Cash","B1312000532668","Work"
"P1812000438593",1,2022-09-09 07:24:29.805734,"Delivered","Cash","B1312000532668","Work"
"P1812000308448",1,2022-09-09 07:24:29.805734,"Delivered","Cash","B1312000532668","Work"
"P1812000105762",1,2022-09-09 07:24:29.805734,"Delivered","Cash","B1312000532668","Work"
"P1812000256717",1,2022-09-09 07:24:29.805734,"Delivered","Cash","B1312000532668","Work"
"P1812000468366",1,2022-09-09 08:42:19.056811,"Delivered","Card","B1312000612177","Home"
"P1812000201349",1,2022-09-09 08:42:19.056811,"Delivered","Card","B1312000612177","Home"
"P1812000415115",1,2022-09-09 09:04:26.676566,"Cancelled","Cash","B1312000740221","Home"
"P1812000117429",1,2022-09-09 09:04:26.676566,"Cancelled","Cash","B1312000740221","Home"
"P1812000453567",1,2022-09-09 10:00:37.586043,"Delivered","Cash","B1312000525398","Home"
"P1812000450447",1,2022-09-09 10:00:37.586043,"Delivered","Cash","B1312000525398","Home"
"P1812000235636",1,2022-09-09 10:55:18.004279,"Cancelled","Card","B1312000441388","Work"
"P1812000142104",1,2022-09-09 10:55:18.004279,"Cancelled","Card","B1312000441388","Work"
"P1812000178263",1,2022-09-09 10:55:18.004279,"Cancelled","Card","B1312000441388","Work"
"P1812000123913",1,2022-09-09 10:55:18.004279,"Cancelled","Card","B1312000441388","Work"
"P1812000274520",1,2022-09-09 10:55:18.004279,"Cancelled","Card","B1312000441388","Work"
"P1812000453567",1,2022-09-09 11:31:16.003879,"Cancelled","Cash","B1312000743583","Work"
"P1812000265765",1,2022-09-09 11:31:16.003879,"Cancelled","Cash","B1312000743583","Work"
"P1812000333582",1,2022-09-09 12:37:02.712527,"Delivered","Card","B1312000180975","Home"
"P1812000221153",1,2022-09-09 12:37:02.712527,"Delivered","Card","B1312000180975","Home"
"P1812000033472",1,2022-09-09 12:37:02.712527,"Delivered","Card","B1312000180975","Home"
"P1812000335574",1,2022-09-09 12:37:02.712527,"Delivered","Card","B1312000180975","Home"
"P1812000017808",1,2022-09-09 13:07:19.378875,"Delivered","Cash","B1312000600539","Work"
"P1812000062530",1,2022-09-09 13:07:19.378875,"Delivered","Cash","B1312000600539","Work"
"P1812000125843",1,2022-09-09 13:07:19.378875,"Delivered","Cash","B1312000600539","Work"
"P1812000133576",1,2022-09-09 13:07:19.378875,"Delivered","Cash","B1312000600539","Work"
"P1812000095770",1,2022-09-09 13:07:19.378875,"Delivered","Cash","B1312000600539","Work"
"P1812000069873",1,2022-09-09 13:07:19.378875,"Delivered","Cash","B1312000600539","Work"
"P1812000299856",1,2022-09-09 13:07:19.378875,"Delivered","Cash","B1312000600539","Work"
"P1812000361138",1,2022-09-09 15:26:56.03002,"Delivered","Card","B1312000398437","Work"
"P1812000241445",1,2022-09-09 15:26:56.03002,"Delivered","Card","B1312000398437","Work"
"P1812000447109",1,2022-09-09 15:26:56.03002,"Delivered","Card","B1312000398437","Work"
"P1812000435502",1,2022-09-09 15:35:54.699216,"Delivered","Card","B1312000431563","Home"
"P1812000133576",1,2022-09-09 15:35:54.699216,"Delivered","Card","B1312000431563","Home"
"P1812000026748",1,2022-09-09 15:35:54.699216,"Delivered","Card","B1312000431563","Home"
"P1812000182276",1,2022-09-09 15:35:54.699216,"Delivered","Card","B1312000431563","Home"
"P1812000375316",1,2022-09-09 15:35:54.699216,"Delivered","Card","B1312000431563","Home"
"P1812000457494",1,2022-09-09 15:48:18.068771,"Delivered","Card","B1312000678151","Home"
"P1812000279772",1,2022-09-09 15:48:18.068771,"Delivered","Card","B1312000678151","Home"
"P1812000006917",1,2022-09-09 15:55:14.102785,"Delivered","Cash","B1312000124409","Home"
"P1812000244608",1,2022-09-09 15:55:14.102785,"Delivered","Cash","B1312000124409","Home"
"P1812000213364",1,2022-09-09 15:56:17.173112,"Delivered","Card","B1312000448269","Home"
"P1812000432483",1,2022-09-09 15:56:17.173112,"Delivered","Card","B1312000448269","Home"
"P1812000475795",1,2022-09-09 16:17:11.307609,"Cancelled","Card","B1312000412889","Home"
"P1812000490961",1,2022-09-09 16:17:11.307609,"Cancelled","Card","B1312000412889","Home"
"P1812000204497",1,2022-09-09 16:17:11.307609,"Cancelled","Card","B1312000412889","Home"
"P1812000370308",1,2022-09-09 16:17:11.307609,"Cancelled","Card","B1312000412889","Home"
"P1812000278337",1,2022-09-09 16:17:11.307609,"Cancelled","Card","B1312000412889","Home"
"P1812000050171",1,2022-09-09 16:35:50.443804,"Delivered","Card","B1312000240826","Work"
"P1812000349833",1,2022-09-09 16:35:50.443804,"Delivered","Card","B1312000240826","Work"
"P1812000144883",1,2022-09-09 16:35:50.443804,"Delivered","Card","B1312000240826","Work"
"P1812000013764",1,2022-09-09 17:41:20.363164,"Cancelled","Cash","B1312000128961","Home"
"P1812000179151",1,2022-09-09 17:41:20.363164,"Cancelled","Cash","B1312000128961","Home"
"P1812000023125",1,2022-09-09 18:12:33.916389,"Delivered","Cash","B1312000050171","Work"
"P1812000156554",1,2022-09-09 18:12:33.916389,"Delivered","Cash","B1312000050171","Work"
"P1812000292757",1,2022-09-09 18:38:40.911833,"Cancelled","Card","B1312000244608","Work"
"P1812000133576",1,2022-09-09 18:38:40.911833,"Cancelled","Card","B1312000244608","Work"
"P1812000368965",1,2022-09-09 19:40:20.635539,"Delivered","Cash","B1312000713871","Home"
"P1812000001514",1,2022-09-09 19:40:20.635539,"Delivered","Cash","B1312000713871","Home"
"P1812000006917",1,2022-09-09 19:40:20.635539,"Delivered","Cash","B1312000713871","Home"
"P1812000443430",1,2022-09-09 20:45:52.164466,"Delivered","Cash","B1312000388637","Work"
"P1812000288154",1,2022-09-09 20:45:52.164466,"Delivered","Cash","B1312000388637","Work"
"P1812000319802",1,2022-09-09 20:45:52.164466,"Delivered","Cash","B1312000388637","Work"
"P1812000316565",1,2022-09-09 20:45:52.164466,"Delivered","Cash","B1312000388637","Work"
"P1812000425677",1,2022-09-09 20:53:38.244215,"Cancelled","Card","B1312000453567","Work"
"P1812000441388",1,2022-09-09 20:53:38.244215,"Cancelled","Card","B1312000453567","Work"
"P1812000458207",1,2022-09-09 20:53:38.244215,"Cancelled","Card","B1312000453567","Work"
"P1812000372193",1,2022-09-09 22:06:53.413194,"Delivered","Cash","B1312000765473","Work"
"P1812000295233",1,2022-09-09 22:06:53.413194,"Delivered","Cash","B1312000765473","Work"
"P1812000447109",1,2022-09-09 22:06:53.413194,"Delivered","Cash","B1312000765473","Work"
"P1812000492109",1,2022-09-09 23:06:18.650806,"Delivered","Card","B1312000144883","Home"
"P1812000034943",1,2022-09-09 23:06:18.650806,"Delivered","Card","B1312000144883","Home"
"P1812000286636",1,2022-09-09 23:06:18.650806,"Delivered","Card","B1312000144883","Home"
"P1812000068705",1,2022-09-10 00:33:13.396993,"Cancelled","Cash","B1312000270321","Home"
"P1812000121785",1,2022-09-10 00:33:13.396993,"Cancelled","Cash","B1312000270321","Home"
"P1812000149942",1,2022-09-10 00:33:13.396993,"Cancelled","Cash","B1312000270321","Home"
"P1812000415115",1,2022-09-10 00:46:07.828077,"Delivered","Cash","B1312000560227","Work"
"P1812000084994",1,2022-09-10 01:16:44.721111,"Returned","Cash","B1312000100582","Work"
"P1812000364718",1,2022-09-10 01:16:44.721111,"Returned","Cash","B1312000100582","Work"
"P1812000493764",1,2022-09-10 01:21:20.231385,"Delivered","Cash","B1312000341659","Home"
"P1812000266652",1,2022-09-10 02:16:21.868516,"Delivered","Card","B1312000155236","Work"
"P1812000302203",1,2022-09-10 02:16:21.868516,"Delivered","Card","B1312000155236","Work"
"P1812000265765",1,2022-09-10 02:16:21.868516,"Delivered","Card","B1312000155236","Work"
"P1812000066627",1,2022-09-10 02:16:21.868516,"Delivered","Card","B1312000155236","Work"
"P1812000329607",1,2022-09-10 02:16:21.868516,"Delivered","Card","B1312000155236","Work"
"P1812000134250",1,2022-09-10 02:29:41.884856,"Delivered","Cash","B1312000753440","Work"
"P1812000311357",1,2022-09-10 02:29:41.884856,"Delivered","Cash","B1312000753440","Work"
"P1812000009328",1,2022-09-10 02:43:17.349252,"Delivered","Cash","B1312000337864","Work"
"P1812000443430",1,2022-09-10 02:43:17.349252,"Delivered","Cash","B1312000337864","Work"
"P1812000131212",1,2022-09-10 02:51:29.882248,"Cancelled","Card","B1312000336390","Work"
"P1812000187732",1,2022-09-10 02:51:29.882248,"Cancelled","Card","B1312000336390","Work"
"P1812000378422",1,2022-09-10 02:51:29.882248,"Cancelled","Card","B1312000336390","Work"
"P1812000291656",1,2022-09-10 02:51:29.882248,"Cancelled","Card","B1312000336390","Work"
"P1812000499562",1,2022-09-10 02:59:44.499501,"Delivered","Card","B1312000474318","Work"
"P1812000334647",1,2022-09-10 02:59:44.499501,"Delivered","Card","B1312000474318","Work"
"P1812000088377",1,2022-09-10 02:59:44.499501,"Delivered","Card","B1312000474318","Work"
"P1812000350684",1,2022-09-10 02:59:44.499501,"Delivered","Card","B1312000474318","Work"
"P1812000013764",1,2022-09-10 02:59:44.499501,"Delivered","Card","B1312000474318","Work"
"P1812000278337",1,2022-09-10 02:59:44.499501,"Delivered","Card","B1312000474318","Work"
"P1812000133576",1,2022-09-10 02:59:44.499501,"Delivered","Card","B1312000474318","Work"
"P1812000442147",1,2022-09-10 02:59:44.499501,"Delivered","Card","B1312000474318","Work"
"P1812000350684",1,2022-09-10 02:59:44.499501,"Delivered","Card","B1312000474318","Work"
"P1812000222637",1,2022-09-10 02:59:44.499501,"Delivered","Card","B1312000474318","Work"
"P1812000170883",1,2022-09-10 02:59:44.499501,"Delivered","Card","B1312000474318","Work"
"P1812000330979",1,2022-09-10 03:52:50.528407,"Delivered","Cash","B1312000263618","Work"
"P1812000432483",1,2022-09-10 03:52:50.528407,"Delivered","Cash","B1312000263618","Work"
"P1812000335574",1,2022-09-10 04:23:11.051745,"Delivered","Card","B1312000391841","Home"
"P1812000252745",1,2022-09-10 04:23:11.051745,"Delivered","Card","B1312000391841","Home"
"P1812000446400",1,2022-09-10 04:55:46.19622,"Delivered","Card","B1312000431563","Work"
"P1812000321476",1,2022-09-10 04:55:46.19622,"Delivered","Card","B1312000431563","Work"
"P1812000054821",1,2022-09-10 07:11:51.869129,"Delivered","Card","B1312000562767","Home"
"P1812000281615",1,2022-09-10 07:11:51.869129,"Delivered","Card","B1312000562767","Home"
"P1812000043234",1,2022-09-10 07:11:51.869129,"Delivered","Card","B1312000562767","Home"
"P1812000009328",1,2022-09-10 08:58:22.849491,"Delivered","Card","B1312000051687","Home"
"P1812000411214",1,2022-09-10 08:58:22.849491,"Delivered","Card","B1312000051687","Home"
"P1812000205627",1,2022-09-10 08:58:22.849491,"Delivered","Card","B1312000051687","Home"
"P1812000489731",1,2022-09-10 09:30:49.156456,"Delivered","Card","B1312000364718","Home"
"P1812000317229",1,2022-09-10 09:30:49.156456,"Delivered","Card","B1312000364718","Home"
"P1812000255317",1,2022-09-10 09:30:49.156456,"Delivered","Card","B1312000364718","Home"
"P1812000461360",1,2022-09-10 09:30:49.156456,"Delivered","Card","B1312000364718","Home"
"P1812000324544",1,2022-09-10 09:30:49.156456,"Delivered","Card","B1312000364718","Home"
"P1812000412889",1,2022-09-10 09:39:17.823542,"Delivered","Cash","B1312000511402","Home"
"P1812000034943",1,2022-09-10 09:39:17.823542,"Delivered","Cash","B1312000511402","Home"
"P1812000187732",1,2022-09-10 09:54:19.402236,"Cancelled","Card","B1312000362336","Work"
"P1812000308448",1,2022-09-10 09:54:19.402236,"Cancelled","Card","B1312000362336","Work"
"P1812000076851",1,2022-09-10 09:54:19.402236,"Cancelled","Card","B1312000362336","Work"
"P1812000219251",1,2022-09-10 09:54:19.402236,"Cancelled","Card","B1312000362336","Work"
"P1812000118825",1,2022-09-10 09:54:19.402236,"Cancelled","Card","B1312000362336","Work"
"P1812000363264",1,2022-09-10 11:10:46.934686,"Delivered","Card","B1312000609267","Work"
"P1812000361138",1,2022-09-10 11:10:46.934686,"Delivered","Card","B1312000609267","Work"
"P1812000485154",1,2022-09-10 11:10:46.934686,"Delivered","Card","B1312000609267","Work"
"P1812000240826",1,2022-09-10 11:10:46.934686,"Delivered","Card","B1312000609267","Work"
"P1812000438593",1,2022-09-10 12:50:46.929339,"Cancelled","Card","B1312000057252","Home"
"P1812000185183",1,2022-09-10 12:50:46.929339,"Cancelled","Card","B1312000057252","Home"
"P1812000023125",1,2022-09-10 12:50:46.929339,"Cancelled","Card","B1312000057252","Home"
"P1812000241445",1,2022-09-10 13:30:51.48405,"Cancelled","Card","B1312000136713","Home"
"P1812000269597",1,2022-09-10 13:30:51.48405,"Cancelled","Card","B1312000136713","Home"
"P1812000044920",1,2022-09-10 13:30:51.48405,"Cancelled","Card","B1312000136713","Home"
"P1812000498487",1,2022-09-10 13:30:51.48405,"Cancelled","Card","B1312000136713","Home"
"P1812000277262",1,2022-09-10 13:30:51.48405,"Cancelled","Card","B1312000136713","Home"
"P1812000186622",1,2022-09-10 13:38:57.019397,"Cancelled","Cash","B1312000448269","Work"
"P1812000207644",1,2022-09-10 13:38:57.019397,"Cancelled","Cash","B1312000448269","Work"
"P1812000050171",1,2022-09-10 15:51:22.387425,"Delivered","Cash","B1312000322880","Work"
"P1812000333582",1,2022-09-10 15:51:22.387425,"Delivered","Cash","B1312000322880","Work"
"P1812000266652",1,2022-09-10 15:51:22.387425,"Delivered","Cash","B1312000322880","Work"
"P1812000464425",1,2022-09-10 15:51:22.387425,"Delivered","Cash","B1312000322880","Work"
"P1812000152438",1,2022-09-10 15:51:22.387425,"Delivered","Cash","B1312000322880","Work"
"P1812000154921",1,2022-09-10 15:51:22.387425,"Delivered","Cash","B1312000322880","Work"
"P1812000489731",1,2022-09-10 15:51:22.387425,"Delivered","Cash","B1312000322880","Work"
"P1812000201349",1,2022-09-10 19:18:45.969659,"Cancelled","Card","B1312000280677","Home"
"P1812000024618",1,2022-09-10 19:18:45.969659,"Cancelled","Card","B1312000280677","Home"
"P1812000178263",1,2022-09-10 19:32:22.014518,"Delivered","Cash","B1312000083168","Work"
"P1812000344890",1,2022-09-10 19:32:22.014518,"Delivered","Cash","B1312000083168","Work"
"P1812000116709",1,2022-09-10 19:32:22.014518,"Delivered","Cash","B1312000083168","Work"
"P1812000159688",1,2022-09-10 19:32:22.014518,"Delivered","Cash","B1312000083168","Work"
"P1812000080133",1,2022-09-10 19:32:22.014518,"Delivered","Cash","B1312000083168","Work"
"P1812000243567",1,2022-09-10 19:32:22.014518,"Delivered","Cash","B1312000083168","Work"
"P1812000446400",1,2022-09-10 19:32:22.014518,"Delivered","Cash","B1312000083168","Work"
"P1812000050171",1,2022-09-10 19:32:22.014518,"Delivered","Cash","B1312000083168","Work"
"P1812000152438",1,2022-09-10 20:10:15.68742,"Cancelled","Cash","B1312000069873","Work"
"P1812000306567",1,2022-09-10 20:10:15.68742,"Cancelled","Cash","B1312000069873","Work"
"P1812000248456",1,2022-09-10 20:10:15.68742,"Cancelled","Cash","B1312000069873","Work"
"P1812000032970",1,2022-09-10 20:10:15.68742,"Cancelled","Cash","B1312000069873","Work"
"P1812000134250",1,2022-09-10 20:10:15.68742,"Cancelled","Cash","B1312000069873","Work"
"P1812000476451",1,2022-09-10 22:03:39.821647,"Delivered","Card","B1312000583158","Home"
"P1812000062530",1,2022-09-10 22:03:39.821647,"Delivered","Card","B1312000583158","Home"
"P1812000442147",1,2022-09-10 22:20:28.326436,"Cancelled","Cash","B1312000634323","Home"
"P1812000169599",1,2022-09-11 00:33:20.454589,"Delivered","Cash","B1312000058393","Home"
"P1812000117429",1,2022-09-11 00:33:20.454589,"Delivered","Cash","B1312000058393","Home"
"P1812000493764",1,2022-09-11 01:36:58.987649,"Cancelled","Card","B1312000693431","Home"
"P1812000113277",1,2022-09-11 01:36:58.987649,"Cancelled","Card","B1312000693431","Home"
"P1812000106989",1,2022-09-11 01:36:58.987649,"Cancelled","Card","B1312000693431","Home"
"P1812000298787",1,2022-09-11 02:22:39.873607,"Cancelled","Cash","B1312000559105","Home"
