"review_id","rating","review","review_date"
8893848966,5,"Exceeded expectations, outstanding quality.",2012-07-13
7794912564,5,"Thrilled with the purchase, remarkable product.",2010-08-26
1881026329,5,"Thrilled with the purchase, fantastic value.",2018-07-09
8173210840,5,"Top-notch quality, fantastic value.",2013-11-30
1806132852,5,"Delighted with the purchase, highly recommend.",2010-04-11
1069137962,5,"Exceeded expectations, fantastic product.",2014-08-27
6693875107,5,"Highly recommend, couldn't be happier.",2023-12-14
9642594249,5,"Highly recommend, fantastic value.",2017-05-26
8491507541,5,"Top-notch quality, very impressed.",2016-10-04
7114920123,5,"Absolutely satisfied, outstanding quality.",2011-01-17
6920182756,5,"Exceeded expectations, remarkable value.",2011-02-07
9047629037,5,"Highly recommend, remarkable purchase.",2015-06-04
3137491484,5,"Exceeded expectations, exceptional quality.",2019-10-06
7605217925,5,"Absolutely thrilled, remarkable value.",2018-01-23
6609204070,5,"Delighted with the purchase, fantastic purchase.",2011-11-22
2866946376,5,"Highly recommend, remarkable product.",2024-02-26
4727413522,5,"Absolutely satisfied, outstanding quality.",2019-06-08
6270907494,5,"Highly recommend, fantastic purchase.",2019-08-07
1470885705,5,"Great value for money, exceptional quality.",2010-04-15
6413750966,5,"Top-notch product, exceeded expectations.",2023-05-23
5423620894,5,"Exceptional product, outstanding purchase.",2014-08-02
6624917426,5,"Impressed with the quality, highly recommend.",2023-01-11
5557227589,5,"Thrilled with the purchase, outstanding quality.",2019-06-15
8976092550,5,"Exceeded expectations, fantastic quality.",2012-04-09
3560940238,5,"Exceeded expectations, remarkable quality.",2016-07-11
3156803500,5,"Impressed with the quality, remarkable product.",2010-02-24
3303724692,5,"Impressed with the product, exceeded expectations.",2013-08-26
6379425661,5,"Highly recommend, outstanding purchase.",2023-03-04
5769045003,5,"Extremely satisfied, excellent purchase.",2011-10-21
4642368066,5,"Impressed with the quality, excellent purchase.",2018-02-18
6378527201,5,"Outstanding product, worth every penny.",2019-01-01
2792469655,5,"Impressed with the quality, outstanding purchase.",2010-09-10
4479338084,5,"Exceeded expectations, remarkable value.",2023-09-15
2787022318,5,"Great value for money, top-notch quality.",2013-08-05
5126474692,5,"Great value for money, outstanding quality.",2020-07-02
1385013323,5,"Thrilled with the purchase, remarkable quality.",2013-07-20
3591674293,5,"Top-notch quality, exceptional value.",2012-08-14
9761451366,5,"Absolutely satisfied, exceptional purchase.",2014-08-01
6938341925,5,"Delighted with the purchase, fantastic product.",2010-03-29
7114523056,5,"Top-notch quality, highly recommend.",2020-08-22
5162547377,5,"Impressed with the quality, outstanding value.",2023-01-26
3655639367,5,"Absolutely satisfied, fantastic value.",2019-07-13
3489253561,5,"Highly recommend, outstanding value.",2019-12-18
3793901665,5,"Great value for money, exceptional product.",2015-12-12
6769028648,5,"Exceeded expectations, remarkable quality.",2018-04-07
7969829670,5,"Exceeded expectations, fantastic product.",2014-08-09
5489583150,5,"Absolutely thrilled, exceptional value.",2016-07-11
1343810270,5,"Highly recommend, great value for money.",2020-03-09
6625811960,5,"Absolutely satisfied, exceptional quality.",2015-12-22
6072005872,5,"Thrilled with the purchase, remarkable purchase.",2017-03-24
1712014492,5,"Very impressed, exceeded expectations.",2019-03-23
4642907651,5,"Top-notch product, highly recommend.",2011-07-22
9194990632,5,"Exceptional product, fantastic value.",2021-03-21
1290078162,5,"Exceptional product, remarkable value.",2012-03-07
4483984143,5,"Absolutely satisfied, top-notch quality.",2010-06-05
8205541324,5,"Delighted with the purchase, remarkable purchase.",2013-05-07
9840981251,5,"Exceeded expectations, outstanding value.",2020-05-12
5905603832,5,"Great value for money, exceptional purchase.",2018-06-12
7163299218,5,"Great purchase, highly recommend.",2011-07-17
8904500903,5,"Highly recommend, outstanding value.",2023-04-26
7424043195,5,"Great value for money, exceptional product.",2011-09-30
9184035657,5,"Absolutely satisfied, outstanding purchase.",2013-02-22
5182440177,5,"Thrilled with the purchase, outstanding product.",2020-06-22
4962925249,5,"Absolutely thrilled, outstanding value.",2014-01-15
4507780754,5,"Delighted with the purchase, fantastic value.",2012-08-27
2319349321,5,"Absolutely satisfied, highly recommend.",2017-10-27
7783155445,5,"Impressed with the quality, outstanding quality.",2019-08-24
9998782359,5,"Exceeded expectations, excellent value.",2017-12-28
8436598941,5,"Thrilled with the purchase, outstanding purchase.",2017-01-28
1645903592,5,"Impressed with the quality, fantastic purchase.",2010-01-18
9978665330,5,"Impressed with the quality, outstanding purchase.",2023-02-03
7650422459,5,"Exceptional product, fantastic purchase.",2014-05-06
5944531275,5,"Delighted with the purchase, outstanding product.",2015-08-12
3677686689,5,NA,2023-02-11
7344332443,5,NA,2020-12-08
3477715868,5,NA,2021-02-26
7980673220,5,NA,2014-03-15
4130629427,5,NA,2013-12-22
9418581851,5,NA,2011-11-20
2409768282,5,NA,2022-01-14
9002172942,5,NA,2020-09-13
1460922041,5,NA,2014-06-15
1841431367,5,NA,2011-12-25
8879446231,5,NA,2021-04-30
1357484391,5,NA,2015-10-27
7950973421,5,NA,2019-02-11
1142825113,5,NA,2020-10-16
2447918535,5,NA,2010-07-12
8714269853,5,NA,2015-08-18
6161113977,5,NA,2017-03-08
6001451453,5,NA,2015-11-01
8665553210,5,NA,2011-01-01
1018359400,5,NA,2016-08-06
7436454203,5,NA,2011-07-03
9288447859,5,NA,2020-05-13
9744567454,5,NA,2016-03-21
1344621889,5,NA,2011-11-20
4673272361,5,NA,2015-02-11
1511592926,5,NA,2020-12-30
9875401388,5,NA,2012-03-10
8350470595,5,NA,2015-11-19
8347064848,5,NA,2023-08-10
9696075070,5,NA,2013-08-27
7348992581,5,NA,2017-10-29
5095853907,5,NA,2020-05-22
4867287672,5,NA,2010-02-05
4515079741,5,NA,2022-01-18
1068282327,5,NA,2014-06-11
9049401565,5,NA,2013-05-09
6967695397,5,NA,2013-05-19
2464201241,5,NA,2017-07-09
8341978181,5,NA,2014-10-01
2056631836,5,NA,2015-01-19
5264147401,5,NA,2013-08-10
7805814046,5,NA,2019-02-04
9497287596,5,NA,2019-04-01
9841377287,5,NA,2014-10-02
7034189484,5,NA,2013-02-05
9169011155,5,NA,2014-08-01
1174623332,5,NA,2015-09-17
4297274910,5,NA,2010-05-29
9076769861,5,NA,2011-10-30
9175168156,5,NA,2013-10-02
4418285224,5,NA,2021-02-21
2310837438,5,NA,2020-06-17
7869505739,5,NA,2015-08-18
5284498929,5,NA,2023-05-13
5875857547,5,NA,2018-08-28
9673404315,5,NA,2020-10-05
6725030074,5,NA,2015-03-15
7441724322,5,NA,2011-04-05
9687835888,5,NA,2021-07-21
1437376439,5,NA,2013-05-16
5425618340,5,NA,2011-02-18
2452097674,5,NA,2017-04-10
8659072637,5,NA,2016-08-19
1721148486,5,NA,2020-08-21
2165616017,5,NA,2015-03-19
8828218594,5,NA,2021-09-05
1430655308,5,NA,2023-08-27
6644130759,5,NA,2024-01-14
8761840966,5,NA,2010-08-15
9450557161,5,NA,2019-12-31
1151994890,5,NA,2024-02-23
5072471240,5,NA,2023-05-09
2234725041,5,NA,2019-09-21
2033684679,5,NA,2014-11-09
9016264910,5,NA,2015-10-14
1297963089,5,NA,2010-06-08
7797747569,5,NA,2019-10-30
7323289669,5,NA,2013-12-27
2986890992,5,NA,2012-03-02
9552701097,5,NA,2016-05-27
6915975160,5,NA,2019-08-20
9748580407,5,NA,2010-01-01
5505920686,5,NA,2014-01-11
3987440033,5,NA,2016-07-09
6585194360,5,NA,2022-07-28
9798174682,5,NA,2021-06-04
2007810290,5,NA,2011-12-30
7765571001,5,NA,2020-01-27
3127089647,5,NA,2016-07-12
6844334800,5,NA,2019-05-25
8413979938,5,NA,2021-07-09
9019301577,5,NA,2012-04-30
5464069027,5,NA,2013-08-16
2867968182,5,NA,2021-04-06
9809153421,5,NA,2019-03-14
8741899737,5,NA,2022-01-19
6615098666,5,NA,2011-05-17
5071037724,5,NA,2021-03-02
2639709905,5,NA,2018-12-01
9012175291,5,NA,2014-08-03
7218103461,5,NA,2018-06-10
5893259385,5,NA,2015-01-06
8958740337,5,NA,2013-01-10
6667817385,5,NA,2021-04-23
1719439291,5,NA,2012-07-01
9849245517,5,NA,2012-12-23
5503348899,5,NA,2011-02-14
4377499145,5,NA,2010-10-04
5836086669,5,NA,2019-01-16
3169263694,5,NA,2015-06-16
7667590054,5,NA,2020-10-31
5452420706,5,NA,2021-12-25
3066009902,5,NA,2012-05-24
8736527221,5,NA,2014-08-21
4528910281,5,NA,2016-11-16
6610531649,5,NA,2021-04-14
2852003845,5,NA,2017-08-26
6446883966,5,NA,2011-12-09
2995833741,5,NA,2019-12-07
2861735756,5,NA,2017-02-02
8086825377,5,NA,2023-12-12
9796617118,5,NA,2014-03-04
3624010489,5,NA,2016-06-29
3424013289,5,NA,2016-11-01
6836458425,5,NA,2017-03-14
3708013761,5,NA,2023-06-28
9385703719,5,NA,2013-07-24
5109448463,5,NA,2015-04-05
4448791031,5,NA,2012-10-19
8567064997,5,NA,2023-07-23
1617171953,5,NA,2020-12-18
7537844221,5,NA,2015-11-15
1110191128,5,NA,2014-10-30
7775902578,5,NA,2021-11-18
9822540931,5,NA,2022-08-27
7192000933,5,NA,2012-03-18
7575055116,5,NA,2016-03-03
8003422592,5,NA,2021-01-24
7027646271,5,NA,2016-03-29
3314784685,5,NA,2023-11-08
4865295143,5,NA,2010-12-05
1616741829,5,NA,2015-04-06
9433895216,5,NA,2023-07-11
9245266673,5,NA,2022-12-03
2770335431,5,NA,2019-10-17
7820939809,5,NA,2017-09-24
8318685381,5,NA,2013-09-21
5400031642,5,NA,2022-10-15
9032211859,5,NA,2017-11-03
8628942157,5,NA,2012-05-01
2290872230,5,NA,2017-08-20
4954021594,5,NA,2016-03-31
6901160516,5,NA,2023-07-28
8175996589,5,NA,2015-10-16
1262236160,5,NA,2010-10-15
2728738471,5,NA,2020-03-11
1338646924,5,NA,2014-09-17
2466812554,5,NA,2012-04-17
8099999373,5,NA,2023-06-09
3156100856,5,NA,2019-06-14
1825934459,5,NA,2022-09-01
3872145136,5,NA,2024-01-06
6152403291,5,NA,2012-08-31
7140615126,5,NA,2022-04-21
9691374423,5,NA,2019-12-22
7121874333,5,NA,2023-11-23
1023716364,5,NA,2016-01-10
5133793024,5,NA,2017-11-03
8476456489,5,NA,2017-07-03
5781771394,5,NA,2022-01-10
3154623820,5,NA,2011-05-06
8192632177,5,NA,2021-01-06
1405452307,5,NA,2022-06-02
6982007769,5,NA,2021-06-16
9749483863,5,NA,2022-09-19
3501043620,5,NA,2022-08-09
1815259503,5,NA,2023-09-08
4228783395,5,NA,2023-11-25
9736662803,5,NA,2016-05-10
2480904582,5,NA,2018-10-31
4357575219,5,NA,2020-08-10
9110350848,5,NA,2010-12-20
3375978665,5,NA,2010-07-05
8408130107,5,NA,2012-12-16
6089971155,5,NA,2015-07-16
8007302800,5,NA,2022-08-21
2527473850,5,NA,2012-05-23
9087583652,5,NA,2013-11-12
1667842918,5,NA,2017-07-03
1668456264,5,NA,2024-02-08
7919428902,5,NA,2014-08-12
3460107857,5,NA,2010-02-27
5340861894,5,NA,2018-06-12
1312408450,5,NA,2022-08-18
9121779402,5,NA,2021-05-22
7299327439,5,NA,2013-05-25
2610049267,5,NA,2010-09-14
3632589773,5,NA,2013-05-29
7058803405,5,NA,2024-02-13
2393194496,5,NA,2010-09-26
3822397402,5,NA,2019-08-05
6606423983,5,NA,2012-05-24
4814558280,5,NA,2014-06-20
7030015488,5,NA,2018-10-29
7083162262,5,NA,2013-09-22
9808734301,5,NA,2018-10-28
3950619101,5,NA,2014-12-13
4354432601,5,NA,2017-10-18
3629755294,5,NA,2010-12-27
2307315667,5,NA,2017-04-04
7124708621,5,NA,2019-02-01
3531227261,5,NA,2013-11-20
2947714686,5,NA,2020-12-22
4038037850,5,NA,2012-12-22
6620178012,5,NA,2022-10-19
1062122641,5,NA,2010-06-30
8767748349,5,NA,2014-08-03
6490558603,5,NA,2013-03-14
1078758602,5,NA,2015-07-30
7876961498,5,NA,2016-12-08
6087889417,5,NA,2018-07-28
5766761649,5,NA,2010-05-09
3313678231,5,NA,2014-12-08
7741430013,5,NA,2018-01-11
5524512625,5,NA,2022-06-30
1773212574,5,NA,2023-04-29
7097707734,5,NA,2015-07-31
3258452432,5,NA,2021-10-04
3278040294,5,NA,2021-04-26
8462941307,5,NA,2013-11-28
5154897143,5,NA,2010-01-30
1522994135,5,NA,2011-07-23
2268005238,5,NA,2021-11-14
8670134089,5,NA,2022-08-08
2253719649,5,NA,2021-07-25
6704490327,5,NA,2021-08-17
8120090208,5,NA,2023-07-30
9204941782,5,NA,2017-11-05
6967769814,5,NA,2017-12-28
7085835510,5,NA,2021-11-04
8451408543,5,NA,2016-01-30
2726917594,5,NA,2023-08-16
1253130191,5,NA,2010-03-02
5797159919,5,NA,2020-11-03
7600425632,5,NA,2023-12-15
9100434845,5,NA,2010-02-26
8715041632,5,NA,2013-10-28
7831043487,5,NA,2014-05-26
1549493863,5,NA,2011-06-26
6483457056,5,NA,2013-04-30
9173637958,5,NA,2018-11-21
5608315832,5,NA,2016-08-21
9301891427,5,NA,2012-07-05
5663752260,5,NA,2011-10-31
9783891374,5,NA,2011-01-14
2186561586,5,NA,2018-10-05
3082153152,5,NA,2023-09-25
8585991568,5,NA,2019-05-13
8228058289,5,NA,2022-07-07
9274852682,5,NA,2015-07-20
9624750502,5,NA,2019-10-16
8375005399,5,NA,2015-09-16
5667755506,5,NA,2015-05-23
8647806871,5,NA,2022-03-29
5206622933,5,NA,2019-11-16
6977909720,5,NA,2010-10-11
6625534248,5,NA,2011-08-27
7929463807,5,NA,2014-04-22
4769944294,5,NA,2021-07-21
8539123664,5,NA,2017-03-30
6407368083,5,NA,2019-09-13
7181622693,5,NA,2019-04-16
2390099306,5,NA,2019-10-11
3728188742,5,NA,2016-09-01
8829653149,5,NA,2014-09-10
3181074411,5,NA,2015-05-23
4343965184,5,NA,2018-04-04
9627787640,5,NA,2021-11-27
2568569857,5,NA,2012-03-14
3059223977,5,NA,2011-05-05
4891494977,5,NA,2016-03-16
5543721590,5,NA,2015-02-15
5375906668,5,NA,2012-02-29
4393174586,5,NA,2020-10-15
1349901341,5,NA,2020-05-28
9977725014,5,NA,2019-12-06
6961557197,5,NA,2015-05-06
9047646384,5,NA,2021-08-08
3121452318,5,NA,2012-10-29
7813373135,5,NA,2013-04-21
2209369142,5,NA,2017-06-16
4726423711,5,NA,2023-03-28
6690967148,5,NA,2020-02-27
7745293073,5,NA,2014-12-17
6497934199,5,NA,2020-11-23
6420970097,5,NA,2021-06-28
2364183308,5,NA,2015-10-30
6848397662,5,NA,2013-12-24
4063876890,5,NA,2012-05-16
8144581619,5,NA,2015-11-09
6477523337,5,NA,2013-10-22
6390011355,5,NA,2014-01-03
2391932865,5,NA,2018-10-03
2047422929,5,NA,2011-10-31
5786365055,5,NA,2011-01-02
9479163041,5,NA,2010-07-02
6756142024,5,NA,2023-10-07
4825255743,5,NA,2012-08-15
5070658801,5,NA,2021-03-25
1643571033,5,NA,2023-01-03
8779507682,5,NA,2017-02-05
4143760129,5,NA,2010-09-14
8371855967,5,NA,2023-07-30
7223995776,5,NA,2010-04-18
7622339518,5,NA,2012-10-12
2919122361,5,NA,2014-07-18
8762253862,5,NA,2011-08-01
4447102171,5,NA,2015-07-29
8023456828,5,NA,2019-05-19
8256636450,5,NA,2010-11-03
7049877171,5,NA,2013-07-17
4725480271,5,NA,2022-04-19
5988182524,5,NA,2014-09-25
2418500608,5,NA,2019-03-29
6186438163,5,NA,2017-07-09
7538233284,5,NA,2019-04-15
3142406628,5,NA,2017-01-20
7878872415,5,NA,2018-09-22
6992707541,5,NA,2013-11-03
6001529222,5,NA,2011-10-09
2842099786,5,NA,2020-01-25
6654533263,5,NA,2020-05-06
3461280640,5,NA,2013-11-21
4959832738,5,NA,2014-07-27
6172614217,5,NA,2015-04-19
4292536547,5,NA,2013-09-02
5457843841,5,NA,2013-08-08
5616140100,5,NA,2017-07-16
6656234347,5,NA,2017-04-10
7564309792,5,NA,2010-07-01
1212902772,5,NA,2010-09-08
9354939028,5,NA,2016-05-15
1290676461,5,NA,2019-01-01
5261626414,5,NA,2018-11-08
4915276177,5,NA,2021-09-15
3818441824,5,NA,2020-03-20
2834669063,5,NA,2012-02-29
2265690658,5,NA,2022-03-28
2803802335,5,NA,2013-08-31
4203668207,5,NA,2015-02-12
2796718821,5,NA,2019-02-05
3551337442,5,NA,2024-01-17
7252782505,5,NA,2014-05-19
9632641490,5,NA,2012-12-29
7734637138,5,NA,2016-06-21
5861951866,5,NA,2023-09-22
6327933178,5,NA,2022-01-06
9457560944,5,NA,2014-07-22
6541774298,5,NA,2016-06-24
3662867174,5,NA,2012-07-06
8045088017,5,NA,2017-02-18
9438008467,5,NA,2019-06-08
8135917229,5,NA,2020-03-18
8170120069,5,NA,2012-02-12
9657138567,5,NA,2022-06-05
9848653818,5,NA,2011-07-22
3736512250,5,NA,2014-11-21
8320908416,5,NA,2019-02-03
7140846846,5,NA,2011-04-30
2647386313,5,NA,2023-05-13
3953117260,5,NA,2020-11-08
